Airport (IATA),Airport (Name),Airport (City),Country (Name),Latitude,Longitude
DHN,Dothan Rgnl,Dothan,United States,31.321339,-85.449628
DHT,Dalhart Muni,Dalhart,United States,36.022586,-102.547278
DIK,Dickinson Theodore Roosevelt Regional Airport,Dickinson,United States,46.7975,-102.801944
DKB,De Kalb Taylor Municipal Airport,De Kalb,United States,41.9338342,-88.7056864
DKK,Chautauqua County-Dunkirk Airport,Dunkirk,United States,42.4933353,-79.2720417
DKX,Knoxville Downtown Island Airport,Knoxville,United States,35.9638333,-83.8736667
DLF,Laughlin Afb,Del Rio,United States,29.359486,-100.777975
DLG,Dillingham,Dillingham,United States,59.044667,-158.5055
DLH,Duluth Intl,Duluth,United States,46.842091,-92.193649
DLL,Baraboo Wisconsin Dells Airport,Baraboo,United States,43.5217843,-89.7709266
DMA,Davis Monthan Afb,Tucson,United States,32.166467,-110.883144
DNL,Daniel Field Airport,Augusta,United States,33.4665028,-82.0393808
DNN,Dalton Municipal Airport,Dalton,United States,34.7229444,-84.87025
DOV,Dover Afb,Dover,United States,39.129539,-75.465958
DPA,Dupage,West Chicago,United States,41.907778,-88.248611
DQH,Douglas Municipal Airport,Douglas,United States,31.4767385,-82.8605664
DRG,Deering Airport,Deering,United States,66.0696,-162.766
DRI,Beauregard Rgnl,Deridder,United States,30.831722,-93.339917
DRM,Drummond Island Airport,Drummond Island,United States,46.0093114,-83.7439342
DRO,Durango La Plata Co,Durango,United States,37.151516,-107.75377
DRT,Del Rio Intl,Del Rio,United States,29.374208,-100.927158
DSM,Des Moines Intl,Des Moines,United States,41.533972,-93.663083
DTA,Delta Municipal Airport,Delta,United States,39.3806386,-112.5077147
DTS,Destin,Destin,United States,30.4000611,-86.4714772
DTW,Detroit Metro Wayne Co,Detroit,United States,42.212444,-83.353389
DUC,Halliburton Field Airport,Duncan,United States,34.4713056,-97.9598611
DUG,Bisbee Douglas Intl,Douglas,United States,31.469028,-109.603667
DUJ,DuBois Regional Airport,Du Bois,United States,41.1783,-78.8987
DUT,Unalaska,Unalaska,United States,53.900139,-166.5435
DVL,Devils Lake Regional Airport,Devils Lake,United States,48.114444,-98.908611
DVT,Deer Valley Municipal Airport,Phoenix ,United States,33.4117,112.457
DWA,Yolo County Airport,Davis-Woodland-Winters,United States,38.5793889,-121.8569444
DWH,David Wayne Hooks Field,Houston,United States,30.063746,-95.554276
DWS,Orlando,Orlando,United States,28.398,-81.57
DXR,Danbury Municipal Airport,Danbury,United States,41.3715353,-73.4821906
DYS,Dyess Afb,Abilene,United States,32.420756,-99.8546
E25,Wickenburg Municipal Airport,Wickenburg,United States,33.96889877,-112.7990036
E51,Bagdad Airport,Bagdad,United States,34.5958528,-113.170195
E55,Ocean Ridge Airport,Gualala,United States,38.8016111,-123.5306389
E63,Gila Bend Municipal Airport,Gila Bend,United States,32.960169,-112.673636
E91,Chinle Municipal Airport,Chinle,United States,36.1108806,-109.5754222
EAA,Eagle Airport,Eagle,United States,64.778056,-141.149722
EAR,Kearney Municipal Airport,Kearney,United States,40.727,-99.0068
EAT,Pangborn Field,Wenatchee,United States,47.398,-120.206
EAU,Chippewa Valley Regional Airport,Eau Claire,United States,44.8658,-91.4843
ECA,Iosco County,East Tawas,United States,44.311,-83.422
ECG,Elizabeth City Cgas Rgnl,Elizabeth City,United States,36.260581,-76.174572
ECP,Panama City-NW Florida Bea.,Panama City,United States,30.3417,-85.7973
EDF,Elmendorf Afb,Anchorage,United States,61.250986,-149.806503
EDW,Edwards Afb,Edwards Afb,United States,34.905417,-117.883739
EEK,Eek Airport,Eek,United States,60.213611,-162.043889
EEN,Dillant Hopkins Airport,Keene,United States,72.270833,42.898333
EET,Shelby County Airport,Alabaster,United States,33.1777778,-86.7832222
EFD,Ellington Fld,Houston,United States,29.607333,-95.15875
EGA,Eagle County Airport,Eagle,United States,39.6427611,-106.9159347
EGE,Eagle Co Rgnl,Vail,United States,39.642556,-106.917694
EGT,Wellington Municipal,Wellington,United States,37.39411,-97.423225
EGV,Eagle River,Eagle River,United States,45.932333,-89.268283
EGX,Egegik Airport,Egegik,United States,58.185556,-157.375556
EHM,Cape Newenham Lrrs,Cape Newenham,United States,58.646428,-162.062778
EIL,Eielson Afb,Fairbanks,United States,64.665667,-147.1015
EKI,Elkhart Municipal,Elkhart,United States,41.719444,-86.003333
EKN,Elkins Randolph Co Jennings Randolph,Elkins,United States,38.889444,-79.857139
EKO,Elko Regional Airport,Elko,United States,40.8249,-115.792
ELD,South Arkansas Rgnl At Goodwin Fld,El Dorado,United States,33.220972,-92.813278
ELI,Elim Airport,Elim,United States,64.615,-162.270556
ELM,Elmira Corning Rgnl,Elmira,United States,42.159889,-76.891611
ELP,El Paso Intl,El Paso,United States,31.80725,-106.377583
ELV,Elfin Cove Seaplane Base,Elfin Cove,United States,58.195278,-136.3475
ELY,Ely Airport,Ely,United States,39.299722,-114.841944
EMK,Emmonak Airport,Emmonak,United States,62.786111,-164.490833
EMP,Emporia Municipal Airport,Emporia,United States,38.3321,-96.1912
ENA,Kenai Muni,Kenai,United States,60.573111,-151.245
END,Vance Afb,Enid,United States,36.339167,-97.9165
ENV,Wendover,Wendover,United States,40.718694,-114.030889
ENW,Kenosha Regional Airport,Kenosha,United States,42.5956944,-87.9278056
EOK,Keokuk Municipal Airport,Keokuk,United States,40.4599078,-91.4285011
EPM,Eastport Municipal Airport,Eastport,United States,44.9101111,-67.0126944
EQY,Monroe Reqional Airport,Charlotte,United States,35.01833,-80.62001
ERI,Erie Intl Tom Ridge Fld,Erie,United States,42.082022,-80.176217
ERV,Kerrville Municipal Airport,Kerrville,United States,29.9766667,-99.0854722
ERY,Luce County Airport,Newberry,United States,46.311199,-85.457298
ESC,Delta County Airport,Escanaba,United States,45.722778,-87.093611
ESD,Orcas Island Airport,Eastsound,United States,48.708056,-122.910556
ESF,Esler Rgnl,Alexandria,United States,31.394903,-92.295772
ESN,Easton-Newnam Field Airport,Easton,United States,38.8041667,-76.069
EUG,Mahlon Sweet Fld,Eugene,United States,44.124583,-123.211972
EVV,Evansville Regional,Evansville,United States,38.036997,-87.532364
EWB,New Bedford Regional Airport,New Bedford,United States,41.6761,-70.9569
EWN,Craven Co Rgnl,New Bern,United States,35.072972,-77.042944
EWR,Newark Liberty Intl,Newark,United States,40.6925,-74.168667
EXI,Excursion Inlet Seaplane Base,Excursion Inlet,United States,58.420556,-135.449167
EYW,Key West Intl,Key West,United States,24.556111,-81.759556
F57,Seaplane Base,Winterhaven,United States,28.0575,-81.7628056
FAF,Felker Aaf,Fort Eustis,United States,37.1325,-76.608841
FAI,Fairbanks Intl,Fairbanks,United States,64.815114,-147.856267
FAR,Hector International Airport,Fargo,United States,46.92065,-96.8157639
FAT,Fresno Yosemite Intl,Fresno,United States,36.776194,-119.71814
FAY,Fayetteville Regional Grannis Field,Fayetteville,United States,34.9912,-78.8803
FBK,Ladd Aaf,Fort Wainwright,United States,64.8375,-147.614444
FBS,Friday Harbor Seaplane Base,Friday Harbor,United States,48.537222,-123.009722
FCA,Glacier Park Intl,Kalispell,United States,48.310472,-114.256
FCS,Butts Aaf,Fort Carson,United States,38.678394,-104.756581
FDY,Findlay Airport,Findley,United States,41.0120278,-83.6686111
FFA,First Flight Airport,Kill Devil Hills,United States,36.02,-75.67
FFC,Atlanta Regional Airport - Falcon Field,Atlanta,United States,33.35725,-84.5718333
FFO,Wright Patterson Afb,Dayton,United States,39.826111,-84.048332
FFT,Capital City Airport,Frankfort,United States,38.1819722,-84.9061389
FFZ,Mesa Falcon Field,Mesa,United States,33.46080017,-111.7279968
FHU,Sierra Vista Muni Libby Aaf,Fort Huachuca,United States,31.588472,-110.344389
FIT,Fitchburg Municipal Airport,Fitchburg,United States,42.5541111,-71.7589722
FKL,Franklin,Franklin,United States,41.377874,-79.860362
FLD,Fond Du Lac County Airport,Fond du Lac,United States,43.7711667,-88.4884167
FLG,Flagstaff Pulliam Airport,Flagstaff,United States,35.140318,-111.6692392
FLL,Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,26.072583,-80.15275
FLO,Florence Rgnl,Florence,United States,34.185361,-79.723889
FLV,Sherman Aaf,Fort Leavenworth,United States,39.368332,-94.914686
FME,Tipton,Fort Meade,United States,39.085386,-76.759414
FMH,Otis Angb,Falmouth,United States,41.658439,-70.521417
FMN,Four Corners Rgnl,Farmington,United States,36.74125,-108.229944
FMY,Page Fld,Fort Myers,United States,26.586611,-81.86325
FNL,Fort Collins Loveland Muni,Fort Collins,United States,40.451828,-105.011336
FNR,Funter Bay Seaplane Base,Funter Bay,United States,58.254444,-134.897778
FNT,Bishop International,Flint,United States,42.965424,-83.743629
FOD,Fort Dodge Rgnl,Fort Dodge,United States,42.5512,-94.191842
FOE,Forbes Fld,Topeka,United States,38.950944,-95.663611
FOK,Francis S Gabreski,West Hampton Beach,United States,40.843656,-72.631789
FRD,Friday Harbor Airport,Friday Harbor,United States,48.521944,-123.024444
FRI,Marshall Aaf,Fort Riley,United States,39.055275,-96.764453
FRN,Bryant Ahp,Fort Richardson,United States,61.266381,-149.653119
FRP,St Lucie County International Airport,Fort Pierce,United States,27.497472,-80.372638
FSD,Sioux Falls,Sioux Falls,United States,43.582014,-96.741914
FSI,Henry Post Aaf,Fort Sill,United States,34.649833,-98.402167
FSM,Fort Smith Rgnl,Fort Smith,United States,35.336583,-94.367444
FST,Fort Stockton Pecos Co,Fort Stockton,United States,30.915667,-102.916139
FTK,Godman Aaf,Fort Knox,United States,37.907058,-85.972106
FTW,Fort Worth Meacham Intl,Fort Worth,United States,32.819778,-97.362444
FTY,Fulton County Airport Brown Field,Atlanta,United States,33.7791,-84.5214
FUL,Fullerton Municipal Airport,Fullerton,United States,33.521925,-117.584722
FWA,Fort Wayne,Fort Wayne,United States,40.978472,-85.195139
FXE,Fort Lauderdale Executive,Fort Lauderdale,United States,26.197281,-80.170706
FYU,Fort Yukon,Fort Yukon,United States,66.571492,-145.250417
FYV,Drake Fld,Fayetteville,United States,36.005094,-94.170059
FZG,Fitzgerald Municipal Airport,Fitzgerald,United States,31.6839046,-83.2709036
GAD,Northeast Alabama Regional Airport,Gadsden,United States,33.9726489,-86.0890834
GAI,Montgomery County Airpark,Gaithersburg,United States,39.1006,-77.09576
GAL,Edward G Pitka Sr,Galena,United States,64.736178,-156.937417
GAM,Gambell Airport,Gambell,United States,63.7668,-171.733
GBN,Great Bend Municipal,Great Bend,United States,38.344167,-98.859167
GCC,Gillette-Campbell County Airport,Gillette,United States,44.3489167,-105.5393611
GCK,Garden City Rgnl,Garden City,United States,37.927528,-100.724417
GCN,Grand Canyon National Park Airport,Grand Canyon,United States,35.9523611,-112.1469722
GCW,Grand Canyon West Airport,Grand Canyon West,United States,35.5925,-113.4859
GDV,Dawson Community Airport,Glendive,United States,47.138611,-104.807222
GDW,Gladwin Zettel Memorial Airport,Gladwin,United States,43.9705893,-84.47502
GED,Sussex Co,Georgetown,United States,38.689194,-75.358889
GEG,Spokane Intl,Spokane,United States,47.619861,-117.533833
GEU,Glendale Municipal Airport,Glendale,United States,33.5269167,-112.2951389
GFK,Grand Forks Intl,Grand Forks,United States,47.949256,-97.176111
GGE,Georgetown County Airport,Georgetown,United States,33.3114018,-79.3203139
GGG,East Texas Rgnl,Longview,United States,32.384014,-94.711486
GGW,Wokal Field Glasgow International Airport,Glasgow,United States,48.2125,-106.615
GHG,Marshfield Municipal Airport,Marshfield,United States,42.09825,-70.6721389
GIF,Gilbert Airport,Winter Haven,United States,28.062778,-81.753333
GJT,Grand Junction Regional,Grand Junction,United States,39.122413,-108.526735
GKN,Gulkana,Gulkana,United States,62.154888,-145.456639
GKY,Arlington Municipal,Arlington,United States,32.6638611,-97.0942778
GLD,Renner Fld,Goodland,United States,39.370621,-101.698992
GLH,Mid Delta Regional Airport,Greenville,United States,33.4829,-90.9856
GLS,Scholes Intl At Galveston,Galveston,United States,29.265322,-94.860406
GLV,Golovin Airport,Golovin,United States,64.550556,-163.007222
GNT,Grants Milan Muni,Grants,United States,35.167286,-107.901989
GNU,Goodnews Airport,Goodnews Bay,United States,59.1175,-161.5775
GNV,Gainesville Rgnl,Gainesville,United States,29.690056,-82.271778
GON,Groton New London,Groton CT,United States,41.330056,-72.045139
GPT,Gulfport-Biloxi,Gulfport,United States,30.407278,-89.070111
GPZ,Grand Rapids Itasca County,Grand Rapids MN,United States,47.211111,-93.509722
GQQ,Galion Municipal Airport,Galion,United States,40.7533889,-82.7238056
GRB,Austin Straubel Intl,Green Bay,United States,44.485072,-88.129589
GRF,Gray Aaf,Fort Lewis,United States,47.079217,-122.580783
GRI,Central Nebraska Regional Airport,Grand Island,United States,40.9675,-98.3096
GRK,Robert Gray Aaf,Killeen,United States,31.06725,-97.828917
GRM,Grand Marais Cook County Airport,Grand Marais,United States,47.8383333,-90.3829444
GRR,Gerald R Ford Intl,Grand Rapids,United States,42.880833,-85.522806
GSB,Seymour Johnson Afb,Goldsboro,United States,35.339383,-77.960589
GSO,Piedmont Triad,Greensboro,United States,36.09775,-79.937306
GSP,Greenville-Spartanburg International,Greenville,United States,34.895556,-82.218889
GST,Gustavus Airport,Gustavus,United States,58.4253,-135.707
GTB,Wheeler Sack Aaf,Fort Drum,United States,44.055619,-75.719458
GTF,Great Falls Intl,Great Falls,United States,47.482,-111.370689
GTR,Golden Triangle Regional Airport,Columbus Mississippi,United States,33.450333,-88.591361
GTU,Georgetown Municipal Airport,Georgetown,United States,30.678809,-97.6793837
GUC,Gunnison - Crested Butte,Gunnison,United States,38.533889,-106.933056
GUP,Gallup Muni,Gallup,United States,35.511058,-108.789308
GUS,Grissom Arb,Peru,United States,40.648094,-86.152119
GVL,Lee Gilmer Memorial Airport,Gainesville,United States,34.272627,-83.8302233
GVQ,Genesee County Airport,Batavia,United States,43.03175,-78.1696667
GVT,Majors,Greenvile,United States,33.067839,-96.065333
GWO,Greenwood Leflore,Greenwood,United States,33.494328,-90.084706
GYY,Gary Chicago International Airport,Gary,United States,41.6163,-87.4128
HBG,Hattiesburg Bobby L. Chain Municipal Airport,Hattiesburg,United States,31.2649444,-89.2528889
HBR,Hobart Muni,Hobart,United States,34.991308,-99.051353
HCC,Columbia County,Hudson NY,United States,42.2913,-73.7103
HCR,Holy Cross Airport,Holy Cross,United States,62.1883,-159.775
HDH,Dillingham,Dillingham,United States,21.579475,-158.197281
HDI,Hardwick Field Airport,Cleveland,United States,35.2199994,-84.832369
HDN,Yampa Valley,Hayden,United States,40.481181,-107.21766
HDO,Hondo Municipal Airport,Hondo,United States,29.3591,-99.1775
HFD,Hartford Brainard,Hartford,United States,41.736722,-72.649444
HGR,Hagerstown Regional Richard A Henson Field,Hagerstown,United States,39.7079,-77.7295
HHH,Hilton Head,Hilton Head,United States,32.216,-80.752
HHI,Wheeler Aaf,Wahiawa,United States,21.4835,-158.039667
HHR,Jack Northrop Fld Hawthorne Muni,Hawthorne,United States,33.922839,-118.335186
HIB,Chisholm Hibbing,Hibbing,United States,47.3866,-92.838994
HIF,Hill Afb,Ogden,United States,41.123939,-111.973039
HII,Lake Havasu City Airport,Lake Havasu City,United States,34.5711111,-114.3582778
HIO,Portland Hillsboro,Hillsboro,United States,45.540394,-122.949825
HKB,Healy River Airport,Healy,United States,63.8675,-148.968889
HKY,Hickory Rgnl,Hickory,United States,35.741147,-81.38955
HLG,Wheeling Ohio County Airport,Wheeling,United States,40.175,-80.6463
HLN,Helena Rgnl,Helena,United States,46.606806,-111.98275
HLR,Hood Aaf,Fort Hood,United States,31.138731,-97.714469
HMN,Holloman Afb,Alamogordo,United States,32.852519,-106.106525
HNH,Hoonah Airport,Hoonah,United States,58.096111,-135.409722
HNL,Honolulu Intl,Honolulu,United States,21.318681,-157.922428
HNM,Hana,Hana,United States,20.795636,-156.014439
HNS,Haines Airport,Haines,United States,59.2438,-135.524
HOB,Lea Co Rgnl,Hobbs,United States,32.687528,-103.217028
HOM,Homer,Homer,United States,59.645556,-151.476583
HON,Huron Rgnl,Huron,United States,44.3852,-98.228542
HOP,Campbell Aaf,Hopkinsville,United States,36.668567,-87.496183
HOT,Memorial Field,Hot Springs,United States,34.478,-93.0962
HOU,William P Hobby,Houston,United States,29.645419,-95.278889
HPB,Hooper Bay Airport,Hooper Bay,United States,61.5239,-166.147
HPN,Westchester Co,White Plains,United States,41.066959,-73.707575
HQM,Bowerman Field,Hoquiam,United States,46.9711944,-123.9365556
HQU,McDuffie County Airport,Thomson,United States,33.5297315,-82.5169509
HRL,Valley Intl,Harlingen,United States,26.2285,-97.654389
HRO,Boone Co,Harrison,United States,36.261519,-93.154728
HRT,Hurlburt Fld,Mary Esther,United States,30.427803,-86.689278
HSH,Henderson Executive Airport,Henderson,United States,35.972778,-115.134444
HSL,Huslia Airport,Huslia,United States,65.697778,-156.351389
HST,Homestead Arb,Homestead,United States,25.48855,-80.383567
HSV,Huntsville International Airport-Carl T Jones Field,Huntsville,United States,34.6371944,-86.7750556
HTL,Roscommon Co,Houghton Lake,United States,44.359806,-84.671112
HTS,Tri State Milton J Ferguson Field,Huntington,United States,38.3667,-82.558
HUA,Redstone Aaf,Redstone,United States,34.678653,-86.684781
HUF,Terre Haute Intl Hulman Fld,Terre Haute,United States,39.451464,-87.307561
HUL,Houlton Intl,Houlton,United States,46.123083,-67.792056
HUS,Hughes Airport,Hughes,United States,66.039167,-154.264722
HUT,Hutchinson Municipal Airport,Hutchinson,United States,38.0655,-97.8606
HVN,Tweed-New Haven Airport,New Haven,United States,41.26375,-72.886806
HVR,Havre City Co,Havre,United States,48.542983,-109.762342
HWD,Hayward Executive Airport,Hayward,United States,37.65888889,-122.1216667
HWO,North Perry,Hollywood,United States,26.001222,-80.240722
HXD,Hilton Head Airport,Hilton Head Island,United States,32.2243611,-80.6974722
HYA,Barnstable Muni Boardman Polando Fld,Barnstable,United States,41.669336,-70.280356
HYG,Hydaburg Seaplane Base,Hydaburg,United States,55.206389,-132.828333
HYL,Hollis Seaplane Base,Hollis,United States,55.481667,-132.646111
HYS,Hays Regional Airport,Hays,United States,38.8422,-99.2732
HZL,Hazleton Municipal,Hazleton,United States,40.989167,-76.0025
IAB,Mc Connell Afb,Wichita,United States,37.621853,-97.268192
IAD,Washington Dulles Intl,Washington,United States,38.944533,-77.455811
IAG,Niagara Falls Intl,Niagara Falls,United States,43.107333,-78.946194
IAH,George Bush Intercontinental,Houston,United States,29.984433,-95.341442
IAN,Bob Baker Memorial Airport,Kiana,United States,66.975833,-160.436667
ICT,Wichita Mid Continent,Wichita,United States,37.649944,-97.433056
ICY,Icy Bay Airport,Icy Bay,United States,59.968889,-141.661667
IDA,Idaho Falls Rgnl,Idaho Falls,United States,43.514556,-112.07075
IDL,Idlewild Intl,New York,United States,40.639751,-73.778924
IFP,Laughlin-Bullhead Intl,Bullhead,United States,35.1574,-114.56
IGG,Igiugig Airport,Igiugig,United States,59.324,-155.902
IGM,Kingman Airport,Kingman,United States,35.2595,-113.938
IGQ,Lansing Municipal,Lansing,United States,41.5349167,-87.5295278
IJD,Windham Airport,Willimantic,United States,41.7440278,-72.1802222
IKK,Greater Kankakee,Kankakee,United States,41.071389,-87.846278
IKR,Kirtland Air Force Base,Kirtland A.f.b.,United States,35.040222,-106.609194
IKV,Ankeny Regl Airport,Ankeny,United States,41.691389,-93.566389
ILG,New Castle,Wilmington,United States,39.678722,-75.606528
ILI,Iliamna,Iliamna,United States,59.754356,-154.910961
ILM,Wilmington Intl,Wilmington,United States,34.270615,-77.902569
ILN,Wilmington Airborne Airpark,Wilmington,United States,39.42792,-83.792118
IMM,Immokalee ,Immokalee ,United States,26.433889,-81.401389
IMT,Ford Airport,Iron Mountain,United States,45.8183611,-88.1145556
IND,Indianapolis Intl,Indianapolis,United States,39.717331,-86.294383
INJ,Hillsboro Muni,Hillsboro,United States,32.083486,-97.097228
INK,Winkler Co,Wink,United States,31.779628,-103.201361
INL,Falls Intl,International Falls,United States,48.566186,-93.403067
INS,Creech Afb,Indian Springs,United States,36.587183,-115.673353
INT,Smith Reynolds,Winston-salem,United States,36.133722,-80.222
INW,Winslow-Lindbergh Regional Airport,Winslow,United States,35.0219167,-110.7225278
IOW,Iowa City Municipal Airport,Iowa City,United States,41.639244,-91.546503
IPL,Imperial Co,Imperial,United States,32.834219,-115.578744
IPT,Williamsport Rgnl,Williamsport,United States,41.241836,-76.921094
IRC,Circle City Airport,Circle,United States,65.827778,-144.076111
IRK,Kirksville Regional Airport,Kirksville,United States,40.0935,-92.5449
ISM,Kissimmee Gateway Airport,Kissimmee,United States,28.289806,-81.437083
ISN,Sloulin Fld Intl,Williston,United States,48.177939,-103.642347
ISO,Kinston Regional Jetport,Kinston,United States,35.331389,-77.608889
ISP,Long Island Mac Arthur,Islip,United States,40.79525,-73.100222
ISW,Alexander Field South Wood County Airport,Wisconsin Rapids,United States,44.3606456,-89.8381412
ITH,Ithaca Tompkins Rgnl,Ithaca,United States,42.491028,-76.458444
ITO,Hilo Intl,Hilo,United States,19.721375,-155.048469
IWD,Gogebic Iron County Airport,Ironwood,United States,46.5274747,-90.1313967
IWS,West Houston,Houston,United States,29.818194,-95.672611
IYK,Inyokern Airport,Inyokern,United States,35.658889,-117.829444
JAC,Jackson Hole Airport,Jacksn Hole,United States,43.60733333,-110.73775
JAN,Jackson Evers Intl,Jackson,United States,32.311167,-90.075889
JAX,Jacksonville Intl,Jacksonville,United States,30.494056,-81.687861
JBR,Jonesboro Muni,Jonesboro,United States,35.831708,-90.646417
JCI,New Century AirCenter Airport,Olathe,United States,38.8309167,-94.8903056
JEF,Jefferson City Memorial Airport,Jefferson City,United States,38.5912,-92.1561
JES,Jesup-Wayne County Airport,Jesup,United States,31.553889,-81.8825
JFK,John F Kennedy Intl,New York,United States,40.639751,-73.778925
JGC,Grand Canyon Heliport,Grand Canyon,United States,35.96666666,-112.1333333
JHM,Kapalua,Lahania-kapalua,United States,20.962936,-156.673031
JHW,Chautauqua County-Jamestown,Jamestown,United States,42.153333,-79.258056
JKA,Jack Edwards Airport,Gulf Shores,United States,30.2896389,-87.6717778
JLN,Joplin Rgnl,Joplin,United States,37.151814,-94.498269
JMS,Jamestown Regional Airport,Jamestown,United States,46.9297,-98.6782
JNU,Juneau Intl,Juneau,United States,58.354972,-134.576278
JOT,Regional Airport,Joliet,United States,41.517778,-88.175556
JRA,West 30th St. Heliport,New York,United States,40.7545,-74.0071
JRB,Wall Street Heliport,New York,United States,40.701214,-74.009028
JST,John Murtha Johnstown-Cambria County Airport,Johnstown,United States,40.316111,-78.833889
JVL,Southern Wisconsin Regional Airport,Janesville,United States,42.62025,-89.0415556
JXN,Reynolds Field,Jackson,United States,42.260556,-84.460556
JYL,Plantation Airpark,Sylvania,United States,32.6452778,-81.5971111
JYO,Leesburg Executive Airport,Leesburg,United States,39.078,-77.558
JZP,Pickens County Airport,Jasper,United States,34.4534722,-84.4572222
K03,Wainwright As,Fort Wainwright,United States,70.613378,-159.86035
KAE,Kake Seaplane Base,Kake,United States,56.973056,-133.945556
KAL,Kaltag Airport,Kaltag,United States,64.3191,-158.741
KBC,Birch Creek Airport,Brich Creek,United States,66.256708,-145.815319
KBW,Chignik Bay Seaplane Base,Chignik,United States,56.295556,-158.401398
KCC,Coffman Cove Seaplane Base,Coffman Cove,United States,56.014722,-132.833889
KCL,Chignik Lagoon Airport,Chignik Lagoon,United States,56.311111,-158.534167
KCQ,Chignik Lake Airport,Chignik Lake,United States,56.255,-158.775278
KEH,Kenmore Air Harbor Inc Seaplane Base,Kenmore,United States,47.7548,-122.259
KEK,Ekwok Airport,Ekwok,United States,59.356944,-157.471111
KFP,False Pass Airport,False Pass,United States,54.8475,-163.410278
KGK,Koliganek Airport,Koliganek,United States,59.726667,-157.259444
KGX,Grayling Airport,Grayling,United States,62.894444,-160.065
KKA,Koyuk Alfred Adams Airport,Koyuk,United States,64.939444,-161.154167
KKB,Kitoi Bay Seaplane Base,Kitoi Bay,United States,58.190833,-152.370556
KKH,Kongiganak Airport,Kongiganak,United States,59.960833,-162.881111
KLG,Kalskag Airport,Kalskag,United States,61.5363,-160.341
